category,zulu_news
entertainment,"I Salaar ne Vardha izinguqulo athuthukisiwe kaThalapathi sikaDewara and Surya - kodwa okusezingeni eliphezulu testosterone, nge-eq ephansi Izinhlamvu Deva ne Vardha e Salaar kumane nje athuthukisiwe izinguqulo Surya ne Devaraj kusukela Thalapathi, ukubusa phezu umbuso ezinkulu futhi acebile kakhudlwana Khansaar, kuyilapho ngokungaguquki high on testosterone, kodwa nge EQ ephansi.
"
entertainment,"U-Sunil Dutt wasuka ngesiphetho ngentukuthelo njengoba u-Yash Johar ekwazi ukuhlela amakamela angama-99 kuphela esikhundleni se-100: 'Wathi uphake futhi...' Ngesikhathi kuqoshwa ifilimu yakhe ka-1971 uReshma Aur Shera, u-Sunil Dutt wacela umlawuli wokukhiqiza uYash Johar ukuthi ahlele amakamela ayi-100. Lapho uJohar engaletha amakamela angama-99 kuphela, uDutt wasuka esikhundleni sefilimu.
"
entertainment,"Isoka lika-Isha Malviya uSamartha Jurel uyakubiza ngokuthi uyayeka, futhi isizathu ngu-Abhishek Kumar wangaphambilini. Bukela iBigg Boss 17: Kubonakala sengathi ukusondelana kuka-Isha Malviya okukhulayo no-ex-Abhishek Kumar okhubaza isoka lakhe lamanje uSamartha Jurel.
"
entertainment,"UKatrina Kaif uthole uVajira Sethupathi 'ethakazelisayo' ngenkathi edlala uMerry Christmas: 'Ubona izinto ngendlela eyingqayizivele' UKatrina Kaif wabelane ngenjabulo yakhe ngokuba yingxenye yefilimu kaSriram Raghavan iMerry Christmas futhi waxoxa ngolwazi lwakhe lokwabelana ngesikrini noVajira Sethupathi.
"
entertainment,"USayiyami Kher uthi 'ubengabangelwa kakhulu, ephazanyiswe' yi-Ranbir Kapoor's Animal: 'Awuyena fan wezinto eziningi eziboniswayo' Isihloko esenziwe nguRanbir Kapoor, I-Animal idale umlando kanye nokuqhuma kwezindaba zenhlalo, ingxenye yabalaleli iwubiza ngokuthi inobuthi futhi ibonisa ubulili kabi.
"
entertainment,"UKamal Haasan uphatha abadlali beBigg BossTamil Season 7 edilini.Bheka izithombe IBigg BossTamil Season 7 isivala ngeSonto no-Archana enqoba umbukiso wangempela.Njengokuziphatha okuhle, uKamal Haasan uhlele isidlo sasemini esibanzi kubo bonke abadlali besizini.
"
entertainment,"Ukubuyekezwa kukaNapoleon Phoenix noVanessa Kirby baphakamisa ukusebenza okumangalisayo kwefilimu yokubuyekezwa kwe-Napoleon Film Review: UJoaquin Phoenix noVanessa Kirby banezela izingqimba kwifilimu kaRidley Scott ngemisebenzi yabo ephefumulelwe.
"
entertainment,"U-Priyanka Chopra uvela no-Orlando Bloom, ujabulele i-F1 Abu Dhabi GP noNaomi Campbell. Bukela u-Priyanka Chopra waya emijahweni ye-Abu Dhabi Grand Prix FI futhi wayephakathi kwezinye izici ezaziwa kakhulu zaseHollywood.
"
entertainment,"Ubaba oziqhenyayo u-Aamir Khan uyakhipha izinyembezi zakhe njengoba u-Ira Khan-Nupur Shikhare babelana ngokuqabula emshadweni wabo omhlophe. Bheka ngaphakathi izithombe namavidiyo avela ku-Ira Khan And Nupur Shikhare's dreamy Udaipur wedding ngabelwa ku-inthanethi.
"
entertainment,"UMichael Douglas noCatherine Zeta-Jones baqhubela umculo wesiPunjabi: 'Oh India! Siyakuthanda' umbhangqwana waseHollywood uMichael Douglas noCatherine Zeta-Jones baqhubela ePunjabi beat ngesikhathi bevakashela eNdiya ukuya kwi-International Film Festival of India (IFFI) 2023.
"
entertainment,"U-Ankita Lokhande uveza ukuthi 'wakhoshwa' othandweni: 'Maine ye sab ubuso kiya hai...' Esiqeshini sakamuva seBigg Boss 17, u-Ankita Lokhande wavula ngokukhohliswa ngesikhathi sobudlelwano.
"
entertainment,"Ngenkathi inkanyezi ye-KFF uYash ethi ayithandi amafilimu okuqala kaRanveer Singh, wathola uRanbir Kapoor 'ephazamiseka kancane' uYash wayethi akawuthandi umsebenzi kaRanveer Singh waze wabuka uBajirao Mastani kaSanjay Leela Bhansali.
"
entertainment,"I-trailer kaNeru: UMohanlal, uJeethu Joseph bahlangana kabusha ngedrama yaseNkantolo ngesibindi, ukuqina kanye nobulungisa Emasontweni amabili ngaphambi kokukhululwa kwefilimu, abenzi baye baveze i-trailer kaMohanlal-starrer uNeru, bethembisa ukuthi i-Jeethu Joseph directorial izonikeza okuhlangenwe nakho okunzima.
"
entertainment,"U-Arijit Singh uthi izwi lakhe alilingani noShah Rukh Khan, uyachaza, ""Akukaze kube ngezwi, kumayelana nokucula"" U-Arijit Singh ulele izwi lakhe ku-SRK kwifilimu ezayo kaDunksi ethi 'O Maahi'.
"
entertainment,"UKaran Johar ukhumbula lapho uSidharth Malhotra-Kiara Advani belwa nomunye, bevaleleke ngesikhathi bedla uKiara Advani noSidharth Malhotra beshadile ekuqaleni kwalo nyaka. Lo mbhangqwana wawuxabana iminyaka embalwa ngaphambi kokubopha ifindo.
"
entertainment,"U-Ali Fazal uthi wenza izinto 'eziyisiphukuphuku' ukuhlaba umxhwele uRicha Chadha, wembula ukuthi wayecabanga ukuthi uyisilima u-Ali Fazal uthe uyamangala uRicha Chadha ngemuva kokuhlangana naye okokuqala emasetsheni kaFukrey.
"
entertainment,"U-Arjun Kapoor noRanveer Singh banomdanso omuhle emshadweni, izivakashi ziyabandakanyeka. Buka Kusuka ku-Tune Maari Entriyaan, uMalhari uye kuKhalibali, u-Arjun Kapoor noRanveer Singh bahlanganise wonke ama-chartbusters.
"
entertainment,"URishah Shetty uthola iSpecial Jury Award; UKantara wenza umlando ngokuba ifilimu yokuqala yaseKannada ukuwina lo mklomelo ku-IFFI UKantara uyaqhubeka nokuwina imiklomelo kanti eyokugcina i-Special Jury Award kwi-54th International Film Festival of India (IFFI).
"
entertainment,"U-Ayushmann Khurrana uthi izethameli zikhipha imibono yozungu ngo-2023, iveza impumelelo yamafilimu aphakathi nebhajethi u-Ayushmann Khurrana uthe u-2023 ukhombise ukuthi izethameli bezizimisele ukubukela noma yini ehlukile futhi ehlangana nabo, yingakho impumelelo ye-Dream Girl 2.
"
entertainment,"UNegin, umqondisi-umkhiqizi u-Jayani Dushman u Rajkumar Kohli uyafa ngo-95 Bigg Boss 7 udumo luka- Armaan Kohli, ubaba ka-Ramkumar Kohli, ifilimu yomlando u Rajkumar Kohli, ushonile ngemuva kokubophwa yinhliziyo.
"
entertainment,"Umqondisi weSalaar uPrashanth Neel: ""Ngizama ukwenza izikhathi ezincane zisebenza ngaphezu kwalezi ezinkulu,"" uPrashanth Neel, engxoxweni, uthe ukuze izikhathi eziningi zisebenza, izikhathi ezincane ezingokomzwelo kufanele zisebenza.
"
entertainment,"Usuku lokuqoqwa kwehhovisi leTiger 3: Usuku lokuhlola luka Salman Khan olwenziwe yi-World Cup Mania, ludlula ama-Rs 325 ephaketheni emhlabeni jikelele Tiger 3 ibhokisi ihhovisi lokuqoqa usuku 6: Ifilimu kaSalman Khan-Katrina Kaif iyahlupheka njengoba umphakathi ushintshela ekugcineni kweNdebe Yomhlaba yeCricket ngeSonto.
"
entertainment,"'Isithombe sika-Vir Das 'esiyifisayo' ekuwineni kwakhe kwe-International Emmy siphambi kwekhishi, ngoba wayengumuntu 'okhipha ikhishi kanye' uVir Das wakhumbuza izinsuku zakhe ezinzima lapho egeza izitsha endaweni yokudlela e-US njengoba ephakama phambi kwekhishi nge- Emmy trophy yakhe.
"
entertainment,"Bigg Boss 17: U-Ankita Lokhande uthi'masithathe isehlukaniso' lapho umyeni uVicky Jain ekhononda ngezinkinga zabo zomshado U-Ankita Lokhande utshele u-Ayesha Khan ukuthi uzizwa ebuswa ngumyeni uVicky Jain.
"
entertainment,"URanbir Kapoor uhlanganyela ukuthi ufuna 'ukweka ukusebenza' nokuthi 'asebenzise isikhathi noRah' Ngesikhathi kuhlangana nabezindaba eHyderabad, uRanbir Kapoor wakhuluma ngendodakazi yakhe uRaha nokuthi ufuna ukuchitha kanjani sonke isikhathi sakhe naye.
"
entertainment,"Lapho insizwa ka-Amitabh Bachchan yenza uShakti Kapoor ekhala emishinini ye Satte Pe Satta: 'Umsebenzi wami usuphelile' uShakti Kapoor walandisa ukuthi u-Amitabh Bachchan nabanye abadlali be-Satte Pe Satta badonsa kanjani umkhonto phezu kwakhe ngenkathi edlala ingoma yefilimu ethi ""Dukki Pe Dukki Ho.""
"
entertainment,"U-SS Rajamouli uqamba uRanbir Kapoor njengomlingisi wakhe amthanda kakhulu; U-Ranbir ukhetha uSandeep Reddy Vanga ngaphezulu komqondisi we-RRR Ekhuluma ngesikhathi somcimbi wangaphambi kokukhishwa kwe-Animal eHyderabad, umqondisi we-RRR u-SS Rajamouli wambonga uRanbir Kapoor futhi wabonisa ukuthi uyamthanda kakhulu umlingisi, ebhekisa njengeyi-Bollywood eyintandokazi yakhe.
"
entertainment,"U-Priyanka Chopra wayengenalo isitayela seBollywood 'lachak', ukudubula kwakudingeka kumiswe ngenyanga ngenkathi eqeqeshwa: Umkhiqizi we-Andaaz uSuneel Darshan ukhumbule ukuthi ukudansa kwakungeyona iphuzu elinamandla ka-Priyanka Chopra, futhi wathi lo mlingisi waqeqesha ngenkuthalo inyanga ukuze azithuthukise.
"
entertainment,"Ingibe enonya kaKGF uYash aka Rocky bhai wayesekade ngumfana wakho othandekayo owayemnyango olandelayo nomfana obusa ihhovisi lehhovisi ngamadrama romantic On usuku lokuzalwa kukaYash namuhla, nakhu sibheka ukuthi umlingisi wasuka kanjani ekubeni ngumlingisi webhokisi lomhlaba wonke ukuze abe ngumuzwa webhokisi lehhovisi lomhlaba jikelele.
"
entertainment,"Ukubuyekezwa kukaSam Bahadur: UVicky Kaushal ubonakala ekhamuluke ngokweqile kwifilimu ekhungathekisa ngokweqile Sam Bahadur Movie Review: UVicky Kaushal uyakuwina ngokuba yisicabha, amehlo a-twinkle, i-moUSTAche a-bristle. Kunzima ukudlala umlingiswa oseduze kangaka ngaphandle kokuba yisangoma, kepha uba nguSam Bahadur.
"
entertainment,"UKaran Johar uveza ukuthi wayesaba u-Amrish Puri kumasethi we-DDLJ: 'Ngangivame ukuhlukunyezwa nguye' UKran Johar wakhuluma ngendlela ayemesaba ngayo umlingisi odume kakhulu u-Amrish Puri, odlale indima kababa oqinile kaKajol, uBaldev Singh, kwifilimu ka-Aditya Chopra e-Dilwale Dulhania Le Jayenge.
"
entertainment,"Umkhonto ofakwe uRanbir Kapoor namalungu omndeni 'ngokushaya izinzwa' kwividiyo yomgubho kaKhisimusi egcwele igciwane uSanjay Tiwari, ofake isikhalazo esiteshini samaphoyisa eGathokpar nabameli bakhe u-Ashish Rai noPankaj Mishra, uthe kule vidiyo uRanbir Kapoor ubonakala ethela utshwala ekhekhe ayibeke ngomlilo ngenkathi ethi ""Jai Mata Di.""
"
entertainment,"UMahira Khan uguqula abe 'ngunkulunkulukazi wesitayela' uParveen Babi, ukhumbula ukuthi isembozo somagazini womlingisi sekwephuzile uParveen Babi wamthonya kanjani. Bukela ividiyo UMahira Khan wakhuluma kahle ngomlingisi waseBollywood sekwephuzile uParveen Babi kuvidiyo entsha.
"
entertainment,"U-Vikal Varma ukhumbula ukuzizwa 'ehlazekile' ngenkathi uTigmanshu Dhulia ethi uzoba ngu-Irrfan olandelayo: 'Ngifuna ukunyamalala' U-Vikal Varma wakhuluma ngesikhathi lapho ehlazekile phambi kuka-Irrfan Khan njengoba uTigmanshu Dhulia ememezele ukuthi uzothatha isikhundla somlingisi we-lunchbox.
"
entertainment,"U-Asha Bhosle uzibuza ngamanani engezansi yesehlukaniso, ubuza uSri Sri Ravi Shankar ukuthi kungani ukuba nezingane kuba 'isihluku' kwabesifazane Engxoxweni noSri Sri Ravi Shankar, umculi u-Asha Bhosle ubuze ukuthi kungani abesifazane bekhetha ukuqeda imishado.
"
entertainment,"I-UI teaser: U-Upendra neqembu bathembisa ukuchaza kabusha amazinga okuzijabulisa nge-surreal period actioner UI teaser: Ifunwa njengefilimu ye-pan-Indian enesabelomali esimangalisayo sama-Rs 100 crore, lo mdlali wesikhatsi esithathe umgomo ubesenzi kusukela maphakathi neminyaka yama-2000, neqembu lifakazela ukuthi izofingqa kabusha amazinga okuzijabulisa.
"
entertainment,"UMahesh Bhatt-Soni Razdan usulungele uKhisimusi ngezimbali ezenziwe ngezifiso zikaRaa, Ranbir, Alia Soni Razdan wabelane ngamazwibela omuthi wakhe kaKhisimusi ohlotshiswe ngezimbali ezenziwe ngezifiso zika-Alia, Ranbir noRaha, phakathi kwamanye amalungu omndeni.
"
entertainment,"Udadewabo kaSushant Singh Rajput uShweta Singh usekela u-Ankita Lokhande ngesikhathi kuxoxwe ngokukhuluma ngomlingisi osekupheleni kwa-Bigg Boss: ""Ulungile futhi umsulwa kakhulu"" Udadewabo kaSushant Singh Rajput, uShweta Singh Kirti, ukhombisa ukweseka u-Ankita Lokhande, othinteka ekugxekweni kwe-inthanethi ngokuxoxa ngomlingisi osekupheleni endlini yeBigg Boss.
"
entertainment,"I-Salaar Behind-the-scenes ividiyo ikhombisa uPrashanth Neel ehlezi esihlalweni sobukhosi sikaKhansaar A Behind-the-scenes video of Salaar Part 1: Ceasefire wadedelwa yiHombale enikeza amazwibela ngokudalwa kukaKhansaar.
"
entertainment,"U-Suhana Khan ukwenza ukucula kwakhe kokuqala nge-Jab Tum Na Theen USuhana Khan umangaze bonke abalandeli bakhe njengoba ememezele ukucula kwakhe kokuqala nge-albhamu ethi ""Jab Tum Na Theen"" kwifilimu yakhe ezayo I- Archies.
"
entertainment,"U-Abhishek Kumar washiya engenakukhuluma njengoba u-Orry ethi 'INdebe Yomhlaba ngonyaka ozayo na?' U-Orhan Awatramani, aka u-Orry, ungene endlini yeBigg Boss 17, lapho ashiya khona owayephikisana naye esashaqeka ngempendulo yakhe yombuzo ngeCricket World Cup.
"
entertainment,"UMamamootty udumisa uJyotika kalula, umlingisi uthi konke kungenxa kaSuriya nomndeni wakhe uMammootty noJyotika badlale kwifilimu ezayo yaseMalayalam ethi Kathal: The Core, ekhiqizwa inkanyezi yaseMalayalam.
"
entertainment,"I-IFFI 2023: Imingcele Engapheli iwina umklomelo omuhle kakhulu wefilimu; UMichael Douglas uthola i-Satyajit Ray Lifetime Achievement Award Umcimbi wokuvala we-IFFI 2023 wabona ifilimu yasePheresiya i-Endless Borders iwina iBest Film Award. UNgqongqoshe Omkhulu waseGoa uPramod Sawant no-Ayushmann Khurrana bethule i-Satyajit Ray Lifetime Achievement Award ku-Hollywood legend uMichael Douglas.
"
entertainment,"Indlela uNaeem Sayyed abe ngayo uJunior Mehmood: ""UMethmood wangithatha ezandleni zakhe, watshela ubaba ukuthi ngizomgcina"" UJunior Mehmood ushone ngoLwesihlanu eneminyaka engu-67.
"
entertainment,"U-Vineeta Singh we-Shark Tank uqokomisa ""inkinga yangempela"" ne-Animal: ""Umlingiswa onobuthi ngokweqile uyavunyelwa ukuba abaleke nayo"" Engxoxweni, u-Vineeta Singh we Shark Tank wakhuluma ngokuxabana kwakhe okukhulu noSandeep Reddy Vanga kaSandeep Reddy Vanga kanye ne-Animal.
"
entertainment,"Ubani u-Abraham Ogler? Umqondisi uMidhun Manuel Thomas uphula ifilimu yakhe entsha kaJayararam nezinye izindaba ezimangazayo Uyini u-Ogler? Uvela kanjani umqondisi uMidhun Manuel Thomas njengomunye wabamemezeli bezindaba ababolekwa kakhulu eMalayalam? Engxoxweni ekhethekile, umenzi wefilimu ukhuluma nale mibuzo nokunye.
"
entertainment,"UVicky Kaushal ukhumbula ukuthi 'usongelwa' nguKatrina Kaif ngemuva kokucelwa ukuba abuyele kwifilimu esethwe izinsuku ezimbili ngemuva komshado: ""Shaadi rehne hi do"" UVickyKaushal wakhanyisa ngesigameko esithakazelisayo ngesikhathi sokudubula kukaZara HatkeZara Bachke, lapho umshado wakhe washayisana nomsebenzi.
"
entertainment,"USalman Khan uthi abantu bambiza ngenkanyezi ngenxa 'yokuhamba kwakhe ngokuziqhenya', ukholelwa ukuthi ungumfana we-Bandra ojwayelekile'Ngasohlangothini lokukhululwa kweTiger 3, u Salman Khan wakhuluma ngokubhekwa kabi njengoziqhenya, wakhuluma ngomsebenzi wakhe ophansi, nokuthi kungani yena ne-YRF bengakaze basebenzisane kumafilimu ngaphambi kwe-Ek Tha Tiger ku-2012.
"
entertainment,"Eminyakeni engama-23 ngemuva kokuqopha isigcawu sikaDil Chahta Hai, uFarhan Akhtar ubuyisa iChapora Fort yaseGoa; abalandeli bafuna ukulandelana kwe-DCH uFarhan Akhtar wabelane ngesithombe esivela eChapora Fort yaseGoa, ethola udumo ngemuva kokufakwa kwi-debut yakhe yokuqondisa, uDil Chahta Hai.
"
entertainment,"Ungathanda ukuvakashela i-Ayodhya: USanjay Dutt uphethe i-dhoti emhlophe ne-kurta, uSanjay Dutt wayeseningizimu yedolobha laseBihar laseGaya ngenqubo ye-'pind daan '.Umlingisi wabonisa injabulo ethempelini leNkosi uRam ekhuphuka e-Ayodhya.
"
entertainment,"UKana Ranaut ufuna umngani u-Ankita Lokhande ukuthi anqobe iBigg Boss 17 kodwa ""hhayi ngezindleko zomshado wakhe', wabelana ngevidiyo kamama kaVicky Jain Ngenkathi umama ka-Ankita Lokhande enza izitatimende ezahlukahlukene ngokumelene naye, uKanana Ranaut usanda kuhlanganyela isiqeshana sakhe sokudumisa indodakazi yakhe.
"
entertainment,"Travis Kelce uvula mayelana ngosuku lokuqala Taylor Swift, lembula indlela wathola ukunakwa kwakhe: 'Nganginomuntu edlala Cupid' Travis Kelce wakhuluma ngobudlelwano bakhe Taylor Swift nendlela umculi impilo yakhe ngokugcwele naphezu kwakho konke ukuhlolisiswa emzungezile wakhe.
"
entertainment,"U- Anurag Kashyap wayephuthumayo kwezokwelapha ngemuva kokunikezwa isikhwama sensangu ngumlandeli, uthi umbono oyiphutha ngaye ukuthi 'u-ganjedi' kunzima ukushaqeka Ukuphela kwe-'kash 'u-Anurag Kashyap ayithathayo ungokushisa okwenziwe ngesandla.Umenzi wefilimu uthe empeleni unovalo lokusebenzisa insangu, kepha umbono wakhe wokuba umlutha wezidakamizwa unamandla kakhulu ukuthi angashaqe.
"
entertainment,"Usuku lokuqoqwa kwehhovisi laseSalaar: I-movie kaPrabhas ivalwa ku-Rs 350 crore Mark eNdiya Usuku lokuqoqwa kwehhovisi laseSalaar 10: U Prabhas-starrer useduze nokuwela uphawu lwe-Rs 350 crore eNdiya. Ifilimu iqoqe ngaphezulu kwama-Rs 550 crore emhlabeni jikelele.
"
entertainment,"U-Sonu Nigam uxolisa kumculi wasePakistan u-Omer Nadeem ngemuva kokummangalela ngokuphinga: 'Bengingeke ngikucule uma...' U-Sonu Nigam uxolisa kumculi wasePakistan u-Omer Nadeem ngokungazazi ukucula ingoma yakhe.
"
entertainment,"Indlela uDibakar Banerjee's Oye Lucky!Lucky Oye! yaba ukwethulwa kwesimo esibucayi saseDelhi I-Dibakar Banerjee's Oye Lucky Lucky Oye yasebenza njengesiboniso sabenzi bamafilimu, ebayisa endaweni emangalisayo yekilasi eliphakathi laseDelhi, ikakhulukazi eNtshonalanga Delhi, njengendawo yokuthola izindaba ezingahloliwe.Izimpawu ezinjengeNdlovukazi uVijimeli Dhingra, uFukrey's Lali, uHunny, noChhocha, kanye noVikram kaTiti sika kwakuyisandiso sobuntu bukaLucky.
"
entertainment,"Usuku lokuqoqwa kwehhovisi leTiger 3: Usuku lokuqoqwa kwehhovisi leTiger 3: USamman Khan-starrer uhola ama-Rs 376 cr emhlabeni jikelele, ubona ukwehla okukhulu ngenxa yeNdebe Yomhlaba yokugcina ITiger 3 ibhokisi lokuqoqwa kwehhovisi le-8: Salman Khan-Katrina Kaif starrer uqoqe ama-Rs 10.25 cr wonke-India ngeSonto futhi ibheke kuma-Rs 250 crore ekhaya imali.
"
entertainment,"Umakhelwane kaCharlie Sheen uboshwe ngemuva kokusolwa ngokuhlasela umlingisi ekhaya laseMalibu Umakhelwane kaCharlie Sheen u-Electra Schrock waboshwa ngokuhlasela ngesikhali esibulalayo.
"
entertainment,"Usuku lokuqoqwa kwehhovisi laseSam Bahadur: Ifilimu kaVicky Kaushal ibamba umhlabathi wayo ngaphambi kokuthi uShah Rukh Khan's Dunki athathe iSam Bahadur ibhokisi lokuqoqwa kwehhovisi ngosuku lwe-20: Naphezu kwenselelo ebonwe yi-Ranbir Kapoor's Animal, ifilimu kaVicky Kaushal igcine ijubane eliqhubekayo, amaqoqo ayo amaningi asekhaya emi ngamaphesenti angama-Rs 81 crore.
"
entertainment,"Impumelelo yamafilimu afana ne-Animal 'ayingozi', kusho uJaved Akhtar njengoba enxusa ababukeli ukuthi baziqonde kakhudlwana: ""Uma owesilisa ecela owesifazane ukuba ageze izicathulo zakhe...' UJaved Akhtar uzwakalise ukukhathazeka, yize kungaqondile, ngempumelelo yamafilimu afana noSandeep Reddy Vanga's Ranbir Kapoor-starrer Animal kaSandeep Kapoor, okuye yahola cishe ama-Rs 900 crore emhlabeni jikelele.
"
entertainment,"URishah Shetty uyaphika egxeka uRashmika Mandanna: ""Ekugcineni umuntu waqonda ukuthi empeleni ngangiqonde ukusho ukuthini"" URishah Shetty usanda kusho ukuthi akafuni ukuza njengomlingisi owashiya imboni yefilimu yaseKannada ngemuva kwefilimu eyodwa eshaywe.
"
entertainment,"UNeetu Kapoor uthi uJaya Bachchan 'ngenjongo' uxhuma e-paparazzi, ukhumbula ukuthi uRekha uzodlula endlini yakhe ngaphandle kokwazisa:'Ufudumele kakhulu' UNeetu Kapoor noZeenat Aman babeyizinhliziyo zonke zabantu ababephila nabo.
"
entertainment,"I-Salaar ibhokisi ihhovisi ukuqoqwa usuku 3 Imibiko yokuqala: I-movie kaPrabhas isethwe ukungena kwiklabhu engu-200 crore, amehlo amarekhodi amaningi aseJauan Salaar ibhokisi ihhovisi ukuqoqwa usuku 3 Imibiko yokuqala: Uprakshanth Neel directorial konke kusethwe ukwephula amarekhodi ehhovisi ibhokisi njengoba abantu behambisa ukuze babukele ifilimu yize isitifiketi'somdala'.
"
entertainment,"Umqondisi we-2018 uJude Anthany Joseph uthi amafilimu kuphela anokwesekwa okuqinile kwezezimali kufanele athunyelwe ama-Oscars: ""Isithombe esisodwa sibize ama-Rs 12 lakhs' Umqondisi we-2018 uJude Anthany Joseph angathanda ifilimu enokwesekwa okungcono kwezezimali kuthunyelwe njenge-India esemthethweni yokufaka ama-Oscars njengoba kuyinqubo ebizayo.
"
entertainment,"Isifiso sosuku lokuzalwa sikaSaba Azad ngenxa 'yothando lwakhe' uHrithik Roshan ushiya abalandeli besaba: 'Uyinkanyezi' uSaba Azad wabhala incwadi yothando ngesoka lakhe uHrithik Roshan ngosuku lwakhe lokuzalwa lweminyaka engama-50.
"
entertainment,"UNag Ashwin uphawula ngokuthuthukiswa komkhathi we-cinema okuzungezile uKalki 2898 AD; ukhuluma ngokuqhathanisa phakathi kweProject K, Star Wars Lapho ebuzwa ukuthi uKalki 2898 AD angaba yi-India's Star Wars, uNag Ashwin waveza isifiso sakhe sokuthi aziwe njenge ""Kalki waseNdiya,"" ebhekisa ukuthi akazami ukuphindaphinda noma yini.
"
entertainment,"Okokuqala uPooh, manje uMickey. Esizeni somphakathi, inguqulo yokuqala yeMickey Mouse izokwenza inkanyezi kuma-movie asabekayo Ku-trailer ye-Mickey Mouse Trap, eqondiswa nguJamie Bailey, okubonakala sengathi ngumuntu osebenzisa imaski encane kaMickey ehlasela iqembu labantu abasha e-arcade.
"
entertainment,"Umqondisi wezilwane uSandeep Reddy Vanga uchaza indawo yesibhamu sikaRanbir Kapoor ekolishi ngokuthi 'yijalwa': ""Idea ukuthola isibhamu phambi kwezithameli' uSandeep Reddy Vanga uthe uRanbir Kapoor ukungena ekolishi ngesibhamu 'wayeyijalwa' saleso sikhathi.
"
entertainment,"U-Twinkle Khanna uthi u-Karan Johar ukhokhisa ""ikhreda"" ngokudlala ngomlilo ngokushesha emaphathini okuzalwa kwezingane, uthi: ""Mina nomyeni wami sicabanga okufanayo"" U-Twinkle Khanna uqalekisa ngo-Kran Johar wayevakashele zonke izinhlobo zemicimbi yangasese futhi ebakhokhela ibhomu.
"
entertainment,"Usuku lokuqoqwa kwehhovisi le- Animal kaRanbir Kapoor lokudlulisa iGadaar 2 namuhla, kuzodlula ama-Rs 850 cr ngaphambi kokudonswa yi-Dungi Animal ibhokisi ihhovisi lokuqoqa usuku 19: Isishayo sikaRanbir Kapoor esikhulu kunazo zonke sizodlula ngokunethezeka uphawu lwe-Rs 850 crore emhlabeni jikelele ngaphambi kokubhekana nenselelo yeDungi-Salaar.
"
entertainment,"U-Vajira ukhuluma nabalandeli esiza abantu ngesikhathi sezikhukhula zaseChene: 'Ukuphepha kwakho kufanele kube phambili' Abalandeli abaningi bakaVajira namalungu kaVajira Makka Iyakkam asiza abantu abalele ezikhukhulani zaseChene ngemuva kweSiphepho uMikhaung.
"
entertainment,"Izinkanyezi ezingama-56 zaseFrance zivikela uGerard Depardieu naphezu kwezinsolo zokuziphatha kabi ngokocansi Ngo-2020 kwanikezwa amacala okuqala okudlwengula nokuhlukumeza ngokocansi kulandela izinsolo ezivela kumlingisi uCharlotte Arnould, kanti usesolwe ngabanye besifazane abangaphezu kweshumi nambili ngokuhlukumeza, ukuxhaphaza noma ukubahlukumeza ngokocansi.
"
entertainment,"Usuku lokuqoqwa kwehhovisi laseDungi 18: I-Shah Rukh Khan ifilimu ihola u-Rs 436.4 cr emhlabeni jikelele, ithi i-Chennai Express izovela njengendoda yesithathu ehola kakhulu kunazo zonke ezake zavela eqoqweni lehhovisi laseDungi 18: Ngempelasonto yayo yesithathu, ifilimu yaseShah Rukh Khan yabona ukugxuma okuncane, ngeqoqo elilindelelelwe lama-Rs 4.25 crore ngeSonto.
"
entertainment,"I-Netflix ijoyina amanye amapulatifomu e-OTT, ivimbela ukusakazwa komhlaba wonke kwamafilimu angenziwe aseNdiya: Umbiko Ngenkathi amanye amapulatifomu e-OTT ebelokhu elandela lo mkhuba isikhashana, isinqumo seNetflix sokuyeka ukusakaza amafilimu angenziwe aseNdiya sinikeze iCentral Board of Film Certification (CBFC) ukulawula okungaqondile kulokho amaNdiya akubuka kumafilimu, noma ku-inthanethi.
"
entertainment,"UShawn uveza ukuthi u Rajkumar Hirani wehlisile iduet yakhe noShreyya Ghosal eShah Rukh Khan sikaDungi: 'Ngifuna nje ukusula umoya...' UShawn uthe u Rajkumar Hirani wanquma ukukhipha iduet yomculi othi ""Durr Kahi Durr"" noShreyya Ghoshal ngenkathi ehlela ifilimu.
"
entertainment,"Umbiko webhokisi lehhovisi laseSalaar wokuqoqwa kosuku lwe-18: Isenzo sikaPrabhas siwela ama-Rs 395 crore uphawu lwesalaar ibhokisi-ihhovisi lokuqoqwa kosuku lwe-18 lokuqala: Igqoke uPrashanth Neel, ifilimu iqoqe ngaphezulu kwama-Rs 395 crore eNdiya.
"
entertainment,"UPradeep Sarkar wenza ""izivivinyo eziningana"" zikaVidya Balan ngaphambi kokumfaka eParineneeta, uveza ukuthi ukuphonswa kukaSwanand Petruk Vidya Balan eParineneeta kwakuyinqubo ende njengoba umkhiqizi wefilimu uVidhu Vinod Chopra wayengaqiniseki ngokudlala ukuhola kwabesifazane.
"
entertainment,"I-NC23 kaNaga Chaitanya inesihloko esithi Thandel: UChayi udlala umdobi kuThandel yakhe elandelayo, ephawula ifilimu ye-18 kaNaga Chaitanya, iqondiswa nguChandoo Mondeti. USai Pallavi naye udlala indima yokuhola kule filimu, ekhiqizwa yi-Allu Aravind's Geetha Arts.
"
